ASIN,NID,RID,NAME,PRICE,CATEGORY,BRAND,AMAZON_INFO,NEWEGG_INFO,AMAZON_NUM_REVIEWS,NEWEGG_NUM_REVIEWS,AMAZON_RATING_1,AMAZON_RATING_2,AMAZON_RATING_3,AMAZON_RATING_4,AMAZON_RATING_5,AMAZON_RATING_AVG
B0013LO1GE,9SIA5AD2YK8509,22-148-294,"seagate barracuda es.2 st3500320ns 500gb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive | st3500320ns. 500 gigabyte 3g enterprise storage",39.92,Internal Harddrives,seagate,4 x 5.8 x 1 inches 1.1 pounds 1.6 pounds     seagate b0013lo1ge st3500320ns 4.6 out of 5 stars july 7  2004 none none,st3500320ns,2,173,0,0,0,50,50,4.5
B00153AMG8,N82E16817148035,17-148-035,apevia warlock power atx-wa750w 750w atx12v / eps12v sli ready crossfire ready power supply | internal - atx - ac 115/230 v - 750 watt,65.71,Power Supplies,apevia,5.9 x 5.9 x 3.4 inches 5 pounds 5.3 pounds     apevia corp. b00153amg8 atx-wa750w 3.1 out of 5 stars february 28  2008 none none,atx-wa750w,21,84,24,5,5,19,47,3.6
B0015AFWD4,9SIA8UT5AW3674,26-159-150,sony mdr-e9lp/blk earbud headphones  black  discontinued by manufacturer  | - fashion - mdr-e10lp/blk,10.97,Headphones,sony,6 x 1.8 x 1.8 inches 0.8 ounces 1.4 ounces     sony b0015afwd4 item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. mdr-e10lp/blk 3.8 out of 5 stars yes may 26  2006 none none,mdr-e10lp/blk,181,16,13,7,8,16,56,3.95
B0016HLHQW,9SIA85V3SP4988,35-150-087,masscool 80mm ball cpu cooler 5f9001b1h3,16.67,CPU Fans and Heatsinks,masscool,4.2 x 3.5 x 3 inches 3.2 ounces 3.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b0016hlhqw 5f9001b1h3 4.2 out of 5 stars april 2  2004 none none,5f9001b1h3,10,53,10,0,10,0,80,4.4
B00180F402,9SIA8R64XX8426,12-189-056,link depot dvi-2-hdmi gold plated hdmi to dvi cable - 6 feet - oem - black | ft. m-m,6.83,HDMI Cables,link depot,11 x 7 x 1 inches 5.6 ounces 4 ounces     link depot b00180f402 item can be shipped within u.s. this item is not eligible for international shipping. imported  china  dvi-2-hdmi 3.2 out of 5 stars october 2  2001 none none,dvi-2-hdmi,42,351,21,10,7,7,55,3.65
B0019L0X38,9SIA0AJ2YT4647,28-115-365,hp laserjet p2055dn ce459a workgroup up to 35 ppm monochrome laser printer,799.97,Laser Printers,hp,14.4 x 14.5 x 10.6 inches 23.6 pounds 30 pounds     b0019l0x38 ce459a 3.5 out of 5 stars july 7  2004 none none,ce459a,158,56,17,6,6,22,49,3.8
B001B99I34,9SIA4T01GT5600,33-127-254,d-link dir-628 802.11n/g/a  802.3/3u 2.4/5ghz selectable dual-band rangebooster wireless n router up to 300mbps | dual band,125.46,Wireless Routers,d-link,7.5 x 1.2 x 4.6 inches 1.9 pounds 1.9 pounds b001b99i34 dir-628 3.3 out of 5 stars july 7  2004 none none,dir-628,117,62,20,13,9,21,37,3.42
B001BS1ONW,9SIAAEE4M22681,19-115-054,intel core 2 duo e8600 wolfdale dual-core 3.33 ghz lga 775 65w bx80570e8600 processor | 3.33ghz 6m l2 cache 1333mhz lga775 desktop,148,CPUs,intel,6.7 x 6.1 x 3.9 inches 12.8 ounces 13.6 ounces b001bs1onw bx80570e8600 4.8 out of 5 stars july 7  2004 none none,bx80570e8600,52,209,0,2,0,8,90,4.86
B001CN9K6E,9SIA0AJ0TW9899,33-314-039,belkin f5d7234-4 802.11b/g wireless router up to 54mbps/ 10/100 mbps ethernet port x4 | g 4-port,42.94,Wireless Routers,belkin,10 x 8.2 x 2.5 inches 1.2 pounds 15.2 ounces     b001cn9k6e f5d7234-4 3.8 out of 5 stars july 15  2008 none none,f5d7234-4,384,55,20,9,8,18,45,3.59
B001D86S3G,9SIA6393S85426,1B4-00PR-00096,refurbished  intel core 2 quad q9650 3.0 ghz 12 mb cache 95w quad-core processor slb8w lga775 desktop cpu | socket,179.97,CPUs,intel,5.8 x 5.2 x 3.1 inches 12 ounces 12 ounces     b001d86s3g bx80569q9650 5895-01-585-6587 4.6 out of 5 stars july 7  2004 none none,q9650,153,1,4,1,4,12,79,4.61
B001E06VVM,9SIA85V4TW1125,17-159-089,coolmax cu series cu-700b 700w atx12v sli ready modular and compatible with core i3/i5/i7 power supply | 700 watt - partial,76.95,Power Supplies,coolmax,5.9 x 3.3 x 5.6 inches 3.3 pounds 4.2 pounds     b001e06vvm cu-700b 3.6 out of 5 stars april 2  2008 none none,cu-700b,22,108,32,9,0,5,54,3.4
B001EZMEZO,9SIA4H81E87031,17-341-016,pc power & cooling modxstream pro series 500 watt  500w  80+ semi-modular active pfc performance grade atx pc power supply 3 year warranty ocz500mxsp,81.69,Power Supplies,ocz,b001ezmezo 4.4 out of 5 stars 5.9 pounds     july 7  2004 pc power & cooling ocz500mxsp 5.9 pounds 12 x 4 x 8.2 inches 12 x 4 x 8.25 inches black  red none,ocz500mxsp,375,690,8,3,7,18,64,4.27
B001G45XLU,9SIA5AD2YK8509,22-148-294,"seagate barracuda es.2 st3500320ns 500gb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive | es 7200rpm buffer serial ata ii/300 3.5inch",42.47,Internal Harddrives,seagate,1 x 1 x 1 inches 15.8 ounces 1.4 pounds     seagate b001g45xlu made in usa or imported st3500320ns 3.8 out of 5 stars september 13  2007 none none,st3500320ns,15,173,7,7,7,13,66,4.24
B001GMGN1G,9SIABB75BM2866,19-115-207,intel core 2 quad q8300 yorkfield quad-core 2.5 ghz lga 775 95w bx80580q8300 desktop processor | 4 mb cache socket lga775,152.45,CPUs,intel,5.7 x 5 x 3.2 inches 12.8 ounces 12.8 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b001gmgn1g bx80580q8300 4.0 out of 5 stars september 29  2008 none none,bx80580q8300,8,174,0,12,12,13,63,4.27
B001H5Z0XE,9SIAAEE5811779,19-115-201,intel core i7 940 2.93ghz 8m l3 cache 4.8gt/sec qpi hyper-threading turbo boost lga1366 processor | i7-940 bloomfield quad-core 2.93 ghz lga 1366 130w bx80601940 desktop,172.99,CPUs,intel,19.4 x 8.3 x 7.8 inches 1.6 pounds 1.7 pounds item can be shipped within u.s. this item is not eligible for international shipping. b001h5z0xe bx80601940 4.3 out of 5 stars november 17  2008 none none,bx80601940,9,79,0,0,11,22,67,4.56
B001IEXU68,9SIA67S2154813,22-136-313,"western digital re3 wd1002fbys 1tb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive | 1 tb 3 gb/s 32 mb bulk/oem enterprise -",51.7,Internal Harddrives,western digital,5.8 x 4 x 1 inches 1.1 pounds 1.6 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b001iexu68 wd1002fbys 7025-01-584-3207 7025-01-578-8937 4.0 out of 5 stars september 14  2004 none none,wd1002fbys,200,266,11,3,8,19,59,4.12
B001IEXU68,9SIA8U24R07013,22-136-828,"refurbished  wd re3 wd1002fbys 1tb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" internal hard drive  certified by dell  bare drive | western digital 1 tb 3 gb/s 32 mb bulk/oem enterprise -",62,Internal Harddrives,western digital,5.8 x 4 x 1 inches 1.1 pounds 1.6 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b001iexu68 wd1002fbys 7025-01-584-3207 7025-01-578-8937 4.0 out of 5 stars september 14  2004 none none,wd1002fbys,200,97,11,3,8,19,59,4.12
B001JQMIAY,9SIA4RE4TE0431,23-114-008,razer  black usb wired lycosa mirror special edition gaming keyboard | -,127.49,Gaming Keyboards,razer,18.5 x 8.7 x 0.9 inches 2 pounds 3.8 pounds razer usa b001jqmiay this item must be shipped separately from other items in your order. additional shipping charges will not apply. rz03-00181400-r3u1 3.4 out of 5 stars october 7  2008 none none,rz03-00181400-r3u1,521,277,26,17,12,15,30,3.06
B001JQMIAY,9SIA4RE4TE0435,23-114-004,razer lycosa mirror gaming keyboard - special edition,152.49,Gaming Keyboards,razer,18.5 x 8.7 x 0.9 inches 2 pounds 3.8 pounds razer usa b001jqmiay this item must be shipped separately from other items in your order. additional shipping charges will not apply. rz03-00181400-r3u1 3.4 out of 5 stars october 7  2008 none none,lycosa,521,635,26,17,12,15,30,3.06
B001KARQXI,9SIA6502RH9117,35-106-123,thermaltake spinq performance series cooler with ultra-lightweight aluminum and six heatpipes cl-p0466 cpu cooler | quiet copper heatpipe univrsal blue led for intel lga 775 amd am2,69.84,CPU Fans and Heatsinks,thermaltake,10.5 x 7 x 7 inches 1.5 pounds 2.1 pounds     b001karqxi cl-p0466 4.0 out of 5 stars april 2  2004 none none,cl-p0466,51,328,6,6,12,21,55,4.13
B001LGUA3E,9SIAAEE5811779,19-115-201,intel core i7-940 bloomfield quad-core 2.93 ghz lga 1366 130w bx80601940 desktop processor | 2.93ghz chip 8m cache lga1366 retail edge progra,474.48,CPUs,intel,1.6 pounds 1.6 pounds     intel b001lgua3e bx80601940 0.0 out of 5 stars november 25  2008 none none,bx80601940,0,79,0,0,0,0,0,0
B001MQBQSQ,9SIAAEE4M09794,19-116-074,intel pentium e5300 wolfdale dual-core 2.6 ghz lga 775 65w bx80571e5300 desktop processor | 2.6ghz 2 mb cache socket lga775,52.25,CPUs,intel,3.7 x 4.1 x 2 inches 8 ounces 10.4 ounces b001mqbqsq bx80571e5300 7021-01-581-3715 3.6 out of 5 stars december 10  2008 none none,bx80571e5300,21,161,5,5,5,19,66,4.36
B001MTE32O,9SIA73M47H2136,26-125-096,kensington slimblade notebook wireless mouse with nano receiver  k72334us  | black tilt wheel 2.4 ghz laser,35.17,Mice,kensington,2.3 x 1.1 x 3.8 inches 12 ounces 5.6 ounces     computer hardware  supplies & data storage kensington b001mte32o imported  china  k72334us 2 aa batteries required.  included  4.0 out of 5 stars january 5  2009 none none,slimblade,207,11,13,5,8,17,57,4
B001NXDBI6,9SIA4RE3FR9959,23-126-053,logitech g19 programmable gaming keyboard with color display | 920-000969,276.99,Gaming Keyboards,logitech,20.6 x 11 x 2.8 inches 4.3 pounds 4.2 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b001nxdbi6 920-000969 3.9 out of 5 stars january 6  2009 none none,920-000969,457,301,10,8,12,22,48,3.9
B001OVBXIC,9SIAAEE4M23271,19-115-056,intel core2 duo e7500 wolfdale dual-core 2.93 ghz lga 775 65w bx80571e7500 processor | core 2 3 mb cache socket lga775,99.97,CPUs,intel,5.1 x 5.7 x 3.2 inches 7 ounces 11.2 ounces     b001ovbxic bx80571e7500 7021-01-581-4433 3.9 out of 5 stars january 2  2009 none none,bx80571e7500,34,203,3,3,0,15,79,4.64
B001QIUB5E,9SIA1UH3Z96675,35-203-002,intel bxsts100a thermalsolution lga1366 for 2-socket servers/workstations  active heat sink with fixed fan | heat-sink sockets,25.36,CPU Fans and Heatsinks,intel,b001qiub5e 3.2 out of 5 stars 1.2 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. september 14  2004 intel bxsts100a 1 pounds 1 x 1 x 1 inches 1 x 1 x 1 inches none,bxsts100a,10,41,10,10,30,10,40,3.6
B001QIUB6I,9SIA1N83V45288,35-203-001,intel bxsts100c thermal solution lga1366 for 2-socket servers/workstations - combo | passive/active combination heat sink with removable fan,32.43,CPU Fans and Heatsinks,intel,6.1 x 5.8 x 3.8 inches 1.6 pounds 1.6 pounds     b001qiub6i bxsts100c 5999-01-616-3080 3.6 out of 5 stars october 1  2008 none none,bxsts100c,16,32,12,6,13,25,44,3.83
B001QSD5GQ,N82E16819117397,19-117-397,refurbished  intel core 2 quad q9300 quad-core 2.5 ghz lga 775 95w eu80580pj0606m desktop processor | 2.50ghz,99.13,CPUs,intel,6.2 x 2.6 x 0.3 inches 1 pounds 2.1 ounces     intel b001qsd5gq eu80580pj0606m 4.4 out of 5 stars september 1  2004 none none,eu80580pj0606m,17,11,6,0,0,18,76,4.58
B001RB21IK,9SIA65053D8496,20-148-232,crucial 8gb  2 x 4gb  200-pin ddr2 so-dimm ddr2 800  pc2 6400  dual channel kit laptop memory model ct2kit51264ac800 | 4gbx2 800mhz pc2-6400 cl6 sodimm notebook modules,226.93,Memory,crucial,2.6 x 0.1 x 1.8 inches 3.5 ounces 0.8 ounces     b001rb21ik ct2kit51264ac800 4.5 out of 5 stars january 1  2009 none none,ct2kit51264ac800,143,19,5,0,2,15,78,4.61
B001TGNGHS,9SIA67S2154813,22-136-313,"western digital re3 wd1002fbys 1tb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive | 1 tb 3 gb/s 32 mb bulk/oem enterprise -",49.2,Internal Harddrives,western digital,b001tgnghs 4.1 out of 5 stars 1.9 pounds     december 29  2008 1 tb 7025-01-584-3207  7025-01-578-8937 western digital wd1002fbys 1.5 pounds 4 x 5.8 x 1 inches 4 x 5.79 x 1 inches 7200 rpm,wd1002fbys,33,266,18,0,6,12,64,4.04
B001TGNGHS,9SIA8U24R07013,22-136-828,"refurbished  wd re3 wd1002fbys 1tb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" internal hard drive  certified by dell  bare drive | western digital 1 tb 3 gb/s 32 mb bulk/oem enterprise -",59.5,Internal Harddrives,western digital,b001tgnghs 4.1 out of 5 stars 1.9 pounds     december 29  2008 1 tb 7025-01-584-3207  7025-01-578-8937 western digital wd1002fbys 1.5 pounds 4 x 5.8 x 1 inches 4 x 5.79 x 1 inches 7200 rpm,wd1002fbys,33,97,18,0,6,12,64,4.04
B001V738V4,N82E16820145599,20-145-599,corsair 8gb  2 x 4gb  200-pin ddr2 so-dimm ddr2 800  pc2 6400  laptop memory model vs8gsdskit800d2 | 2x4gb mhz,129.99,Memory,corsair,7.3 x 4.8 x 0.3 inches 0.6 ounces 0.6 ounces     b001v738v4 vs8gsdskit800d2 4.5 out of 5 stars november 14  2008 none none,vs8gsdskit800d2,76,38,7,1,3,13,76,4.5
B00264C286,9SIA5AD1P56630,22-148-451,"seagate barracuda 7200.12 st3250318as 250gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive | disk hdd 3.5 in 7200rpm 9sl131",26.92,Internal Harddrives,seagate,4 x 5.8 x 0.8 inches 14.6 ounces 15.5 ounces     seagate b00264c286 st3250318as 4.7 out of 5 stars october 11  2010 none none,st3250318as,6,248,0,0,0,33,67,4.67
B0027IGKV6,9SIAAEE3WF4427,22-148-278,"seagate barracuda es.2 st31000340ns 1tb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive | 3.0-gb/s",51.5,Internal Harddrives,seagate,8.8 x 6.5 x 3.5 inches 1.9 pounds 1.9 pounds     seagate  b0027igkv6 made in usa or imported st31000340ns 3.4 out of 5 stars september 6  2012 none none,st31000340ns,31,211,19,10,10,16,45,3.58
B0027P9C9G,N82E16820145241,20-145-241,corsair xms2 4gb  2 x 2gb  240-pin ddr2 sdram ddr2 800  pc2 6400  desktop memory model twin2x4096-6400c5c | 2x2gb pc2-6400 800mhz dual channel,48,Memory,corsair,7.3 x 4.8 x 0.3 inches 1.3 ounces 3.2 ounces     b0027p9c9g twin2x4096-6400c5c 4.5 out of 5 stars april 2  2004 none none,twin2x4096-6400c5c,333,208,7,3,5,13,72,4.4
B0028Y4CY6,9SIABS64TK5868,22-148-413,"seagate barracuda lp 2 tb 5900rpm sata 3 gb/s 32 mb cache 3.5-inch internal hard drive st32000542as-bare drive | st32000542as 2tb 5900 rpm 32mb 3.0gb/s 3.5"" bare",157,Internal Harddrives,seagate,5.8 x 4 x 1 inches 1.4 pounds 2 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b0028y4cy6 st32000542as 3.8 out of 5 stars april 1  2009 none none,st32000542as,210,647,20,7,7,20,46,3.65
B002A6LOI4,9SIAAEE4M10762,19-115-212,intel core i7-975 extreme edition bloomfield quad-core 3.33 ghz lga 1366 130w bx80601975 desktop processor | i7 975 3.33ghz 8m l3 cache lga1366,396.5,CPUs,intel,7.8 x 7.2 x 4.9 inches 1.6 pounds 1.6 pounds b002a6loi4 bx80601975 4.2 out of 5 stars may 17  2009 none none,bx80601975,26,75,0,4,4,19,73,4.61
B002AIS97Q,9SIA4RE2YH7102,35-185-097,scythe scsk-1100 shuriken rev.b 3 heat pipes cpu cooler  scsk-1100  | 100mm rev. b,34.42,CPU Fans and Heatsinks,scythe,b002ais97q 3.8 out of 5 stars 1.2 pounds     item can be shipped within u.s. this item is not eligible for international shipping. may 19  2009 scythe scsk-1100 1 pounds 4.1 x 4.6 x 2.5 inches 4.13 x 4.57 x 2.52 inches none,scsk-1100,32,150,6,9,13,13,59,4.1
B002B3YCQM,9SIA4RE2CY9895,26-104-328,logitech m500 tilt wheel usb corded laser mouse,25.84,Mice,logitech,b002b3ycqm 4.1 out of 5 stars 12 ounces     june 1  2009 logitech 910-001204 910-001204 pc windows xp  windows vista  windows 7  mac os x 10.4+ 12.8 ounces 2.6 x 8.9 x 6.4 inches 2.64 x 8.9 x 6.38 inches silver ddr3 sdram none,m500,1413,176,9,7,8,17,59,4.1
B002C7489S,9SIA4RR1X92549,34-100-344,"refurbished  apple notebook  b grade  macbook mc516ll/a intel core 2 duo p8600  2.40 ghz  2gb ddr3 memory 250 gb hdd 0 gb ssd nvidia geforce 320m 13.3"" mac os x v10.6 snow leopard | 13.3-inch laptop old version",309.94,Laptops,apple,b002c7489s 4.3 out of 5 stars 5.8 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. may 18  2010 13.3 inches 1280 x 800 1280 x 800 pixels 2.4 ghz intel core 2 duo 2 gb ddr3 1066 mhz 250 gb mechanical_hard_drive nvidia geforce 320m nvidia integrated 256 mb 802.11 a/b/g/n 2 10 hours apple macbook pro mc516ll/a mac mac os x v10.6 snow leopard 4.7 pounds 13 x 9.1 x 10.8 inches 13 x 9.12 x 10.79 inches white 1 mp intel 2 ddr3 sdram 256 serial ata 5400 rpm dvd super multi dl 1 lithium_polymer 100 - 240v 230 volts,mc516ll/a,283,7,6,2,8,15,69,4.39
B002EL4MXY,9SIA4HG1K49156,26-158-037,creative ep-630 3.5mm gold-plated connector canal noise isolation earphones | black,28.57,Headphones,creative,2.6 x 1.5 x 5.4 inches 3.5 ounces 2.4 ounces     creative b002el4mxy imported  china  51mz0085aa030 4.2 out of 5 stars december 19  2005 none none,ep-630,639,187,7,7,8,19,59,4.16
B002FYL7PG,9SIA7HN5AC8618,26-575-001,v7 standard full size 3 button usb optical mouse with scroll wheel for desktop and notebooks  m30p10-7n  - black | buttons 1 x wired,6.57,Mice,v7,5.1 x 3.5 x 2 inches 4 ounces 4 ounces     b002fyl7pg m30p10-7n 4.3 out of 5 stars september 11  2008 none none,m30p10-7n,257,65,2,4,5,20,69,4.5
B002HWJT1A,9SIA4M54TG7086,26-402-072,audio-technica quietpoint ath-anc7b 3.5mm/ 6.3mm connector circumaural active noise-cancelling headphone | closed-back headphones - wired,98.06,Headphones,audio-technica,8.2 x 2.5 x 11 inches 1.1 pounds 1.6 pounds     electronics audio technica b002hwjt1a imported  china  aud ath-anc7b 2 aaa batteries required. 3.6 out of 5 stars october 2  2001 none none,ath-anc7b,2039,12,10,12,13,26,39,3.72
B002KQ5KDY,9SIAAEE4M23192,19-115-215,intel core i5-750 lynnfield quad-core 2.66 ghz lga 1156 95w bx80605i5750 processor | i5 750 8 mb lga1156 cpu i5-750box,191.25,CPUs,intel,8 x 7 x 4 inches 12.8 ounces 14.4 ounces b002kq5kdy bx80605i5750 4.5 out of 5 stars september 8  2009 none none,bx80605i5750,65,809,0,0,3,11,86,4.83
B002KQ5KE8,9SIABRA4T48184,19-115-214,intel core i7-860 lynnfield quad-core 2.8 ghz lga 1156 95w bx80605i7860 processor | i7 860 2.80 8 mb lga1156 cpu i7-860box,295.25,CPUs,intel,8 x 7 x 4 inches 13.6 ounces 13.8 ounces     b002kq5ke8 bx80605i7860 4.3 out of 5 stars september 8  2009 none none,bx80605i7860,47,487,2,2,0,11,85,4.75
B002LZ1FPG,N82E16820145258,20-145-258,corsair xms3 6gb  3 x 2gb  240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model cmx6gx3m3a1600c9 | 3x2gb mhz 1.65v,53.5,Memory,corsair,6 x 4 x 1 inches 3.5 ounces 7 ounces     b002lz1fpg cmx6gx3m3a1600c9 4.7 out of 5 stars august 25  2009 none none,cmx6gx3m3a1600c9,53,92,0,2,2,6,90,4.84
B002OB49SC,9SIA0AJ1BU7722,22-136-489,wd my passport essential se 750 gb usb 2.0 portable external hard drive  midnight black  | 750gb model wdbabm7500abk-nesn,144.88,External Harddrives,western digital,4.3 x 3.2 x 0.1 inches 6.7 ounces 12.8 ounces     b002ob49sc wdbabm7500abk-nesn 4.2 out of 5 stars june 17  2003 none none,wdbabm7500abk-nesn,370,37,35,9,6,16,34,3.05
B002P3KO7O,9SIABZ053E9630,22-136-497,"western digital av-gp wd5000avds 500gb 32mb cache sata 3.0gb/s 3.5"" internal av hard drive bare drive | wd 500 gb 3.5 inch ii 32 mb old model",33.33,Internal Harddrives,western digital,5.8 x 4 x 1 inches 1.1 pounds 1.1 pounds     b002p3ko7o wd5000avds 7025-01-622-6716 4.1 out of 5 stars september 1  2009 none none,wd5000avds,88,83,13,1,1,16,69,4.27
B002Q2M8KK,9SIA2F84D69453,11-133-094,thermaltake v3 black edition secc / plastic atx mid tower computer case vl80001w2z  black  ,44.07,Computer Cases,thermaltake,7.5 x 18.6 x 16.9 inches 10.1 pounds 13.3 pounds     b002q2m8kk vl80001w2z 4.0 out of 5 stars march 18  2010 none none,vl80001w2z,260,577,5,5,13,26,51,4.13
B002Q4U5DK,9SIA4RE2X62744,26-153-055,razer razer deathadder optical pc gaming mouse deathadder black 5 buttons 1 x wheel usb wired optical precision optical gaming mouse - 3.5g infrared sensor,19.14,Mice,razer,5 x 1.7 x 2.7 inches 15 ounces 15.2 ounces b002q4u5dk rz01-00151400-r3u1 4.0 out of 5 stars september 22  2009 none none,deathadder,1145,755,10,6,8,14,62,4.12
B002Q4U5DK,9SIA9JN41C0914,0TP-0007-00081,razer deathadder 3.5g infrared sensor upgarde edition black wired optical precision gaming mouse - retail packaging,22.42,Mice,razer,5 x 1.7 x 2.7 inches 15 ounces 15.2 ounces b002q4u5dk rz01-00151400-r3u1 4.0 out of 5 stars september 22  2009 none none,deathadder,1145,8,10,6,8,14,62,4.12
B002QQ8EKO,9SIA5E63E95964,34-100-179,"refurbished  apple laptop macbook mc207ll/a intel core 2 duo 2.26ghz 2 gb memory 250 gb hdd nvidia geforce 9400m 13.3"" mac os x v10.6 snow leopard | 13.3-inch old version",268.44,Laptops,apple,b002qq8eko 4.1 out of 5 stars 6.6 pounds october 20  2009 13.3 inches 1366 x 768 1280 x 800 pixels 2.26 ghz intel core 2 duo 2 gb ddr3 1066 mhz 250 gb mechanical_hard_drive nvidia geforce 9400m nvidia dedicated 802.11bgn 2 7 hours apple macbook mc207ll/a mac mac os x v10.6 snow leopard 4.7 pounds 9.1 x 13 x 1.1 inches 9.12 x 13 x 1.08 inches white 1 mp intel 1 ddr3 sdram 8 serial ata 5400 rpm dvd+r dl 1 lithium_polymer ac 230 volts 1 lithium ion batteries required.,mc207ll/a,362,11,8,2,6,14,70,4.36
B002RWJHBM,9SIAAEE3ZZ7628,22-148-506,"seagate barracuda xt st32000641as 2tb 7200 rpm 64mb cache sata 6.0gb/s 3.5"" internal hard drive bare drive | 2 tb 7200rpm 3.5-inch -",140.14,Internal Harddrives,seagate,12 x 6 x 6 inches 1.5 pounds 1.8 pounds     seagate b002rwjhbm item can be shipped within u.s. this item is not eligible for international shipping. st32000641as 4.2 out of 5 stars december 19  2005 none none,st32000641as,109,217,12,3,7,13,65,4.16
